Date,Algerian dinar   (DZD),Australian dollar   (AUD),Bahrain dinar   (BHD),Bolivar Fuerte   (VEF),Botswana pula   (BWP),Brazilian real   (BRL),Brunei dollar   (BND),Canadian dollar   (CAD),Chilean peso   (CLP),Chinese yuan   (CNY),Colombian peso   (COP),Czech koruna   (CZK),Danish krone   (DKK),Euro   (EUR),Hungarian forint   (HUF),Icelandic krona   (ISK),Indian rupee   (INR),Indonesian rupiah   (IDR),Iranian rial   (IRR),Israeli New Shekel   (ILS),Japanese yen   (JPY),Kazakhstani tenge   (KZT),Korean won   (KRW),Kuwaiti dinar   (KWD),Libyan dinar   (LYD),Malaysian ringgit   (MYR),Mauritian rupee   (MUR),Mexican peso   (MXN),Nepalese rupee   (NPR),New Zealand dollar   (NZD),Norwegian krone   (NOK),Omani rial   (OMR),Pakistani rupee   (PKR),Peruvian sol   (PEN),Philippine peso   (PHP),Polish zloty   (PLN),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Singapore dollar   (SGD),South African rand   (ZAR),Sri Lankan rupee   (LKR),Swedish krona   (SEK),Swiss franc   (CHF),Thai baht   (THB),Trinidadian dollar   (TTD),Tunisian dinar   (TND),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD),Uruguayan peso   (UYU),Bolivar Soberano   (VES)
2012-02-29,74.43,0.92,0.376,4.2893,7.11,1.7,1.25,0.99,477.41,6.29,1767.83,18.48,5.53,0.74,215.33,124.67,48.94,9085.0,12260.0,3.77,80.65,147.65,1126.5,0.28,1.9324,3.0,28.76,12.79,78.5,1.19,5.53,0.38,90.9641,2.68,42.86,3.07,3.64,29.03,3.75,1.25,7.43,121.1198,6.56,0.9,30.25,6.38,1.4898,3.67,0.63,1.0,19.29,3690.9495
2012-03-01,74.73,0.93,0.376,4.2893,7.13,1.71,1.25,0.98,476.27,6.3,1766.85,18.69,5.58,0.75,215.74,125.29,49.15,9098.0,12260.0,3.78,81.2,147.74,1126.5,0.28,1.9324,3.0,28.81,12.78,78.31,1.2,5.58,0.38,90.9614,2.68,42.72,3.09,3.64,29.29,3.75,1.25,7.47,121.907,6.61,0.9,30.5,6.39,1.4939,3.67,0.63,1.0,19.31,3690.9495
2012-03-02,74.71,0.93,0.376,4.2893,7.17,1.72,1.25,0.99,480.62,6.3,1770.7,18.7,5.62,0.76,217.13,125.8,49.35,9108.0,12260.0,3.79,81.48,147.78,1120.1,0.28,1.9324,3.0,28.79,12.77,78.65,1.19,5.61,0.38,91.0145,2.68,42.76,3.1,3.64,29.3,3.75,1.25,7.5,122.0764,6.65,0.91,30.62,6.42,1.4979,3.67,0.63,1.0,19.37,3690.9495
2012-03-03,74.67,0.93,0.376,4.2893,7.18,1.72,1.25,0.99,481.9,6.3,1772.36,18.71,5.62,0.76,218.53,125.97,49.5,9115.0,12260.0,3.79,81.51,147.83,1118.23,0.28,1.9324,3.0,28.82,12.79,78.83,1.2,5.61,0.38,91.0299,2.67,42.73,3.11,3.64,29.29,3.75,1.25,7.53,120.892,6.66,0.91,30.63,6.41,1.4991,3.67,0.63,1.0,19.39,3690.9495
2012-03-04,74.63,0.93,0.376,4.2893,7.19,1.72,1.25,0.99,483.19,6.31,1774.03,18.73,5.62,0.76,219.92,126.13,49.65,9123.0,12260.0,3.8,81.55,147.88,1116.37,0.28,1.9324,3.01,28.85,12.81,79.02,1.2,5.61,0.38,91.0454,2.67,42.7,3.12,3.64,29.29,3.75,1.25,7.55,120.892,6.68,0.91,30.64,6.4,1.5003,3.67,0.63,1.0,19.41,3690.9495
2012-03-05,74.6,0.93,0.376,4.2893,7.2,1.72,1.26,0.99,484.47,6.31,1775.69,18.74,5.62,0.76,221.32,126.3,49.8,9130.0,12260.0,3.8,81.58,147.93,1114.5,0.28,1.9324,3.02,28.88,12.83,79.2,1.2,5.61,0.38,91.0608,2.67,42.67,3.14,3.64,29.29,3.75,1.26,7.57,120.892,6.69,0.91,30.65,6.4,1.5015,3.67,0.63,1.0,19.43,3690.9495
2012-03-06,74.56,0.94,0.376,4.2893,7.23,1.73,1.26,1.0,485.06,6.31,1774.03,18.9,5.65,0.76,223.05,126.03,50.03,9163.0,12260.0,3.81,81.41,147.95,1118.4,0.28,1.9324,3.02,28.97,12.98,79.71,1.22,5.67,0.38,90.9145,2.68,42.82,3.16,3.64,29.45,3.75,1.26,7.62,121.9427,6.72,0.92,30.69,6.39,1.5068,3.67,0.63,1.0,19.57,3690.9495
2012-03-07,74.55,0.95,0.376,4.2893,7.27,1.76,1.26,1.0,489.68,6.32,1779.32,18.96,5.67,0.76,223.98,125.39,50.57,9190.0,12260.0,3.81,80.72,147.93,1120.3,0.28,1.9324,3.03,29.06,12.95,80.4,1.23,5.68,0.38,90.9124,2.67,42.91,3.16,3.64,29.66,3.75,1.26,7.65,121.8859,6.79,0.92,30.66,6.39,1.509,3.67,0.64,1.0,19.59,3690.9495
2012-03-08,74.3,0.94,0.376,4.2893,7.18,1.77,1.26,0.99,491.57,6.32,1773.88,18.71,5.61,0.76,221.86,125.26,50.3,9163.0,12260.0,3.8,81.3,147.96,1126.4,0.28,1.9324,3.02,29.13,12.78,80.42,1.22,5.6,0.38,90.8419,2.67,42.99,3.12,3.64,29.66,3.75,1.26,7.51,121.8291,6.77,0.91,30.62,6.4,1.5105,3.67,0.63,1.0,19.59,3690.9495
2012-03-09,74.52,0.94,0.376,4.2893,7.18,1.77,1.25,0.99,485.03,6.31,1765.06,18.74,5.64,0.76,222.37,125.24,50.02,9133.0,12260.0,3.8,81.62,147.97,1119.8,0.28,1.9324,3.0,29.11,12.63,80.42,1.21,5.66,0.38,90.8289,2.67,42.69,3.11,3.64,29.66,3.75,1.25,7.52,121.3827,6.73,0.91,30.54,6.41,1.5068,3.67,0.63,1.0,19.55,3690.9495
2012-03-10,74.53,0.94,0.376,4.2893,7.2,1.77,1.25,0.99,484.51,6.31,1764.07,18.73,5.65,0.76,222.55,125.61,49.99,9142.0,12260.0,3.79,81.83,147.98,1118.57,0.28,1.9324,3.01,29.11,12.66,80.2,1.22,5.67,0.38,90.7963,2.67,42.63,3.12,3.64,29.66,3.75,1.25,7.54,121.2846,6.75,0.91,30.57,6.41,1.507,3.67,0.64,1.0,19.6,3690.9495
2012-03-11,74.54,0.95,0.376,4.2893,7.21,1.77,1.26,0.99,483.98,6.32,1763.07,18.73,5.66,0.76,222.74,125.99,49.97,9151.0,12260.0,3.79,82.03,147.98,1117.33,0.28,1.9324,3.02,29.11,12.69,79.97,1.22,5.69,0.38,90.7637,2.67,42.56,3.12,3.64,29.67,3.75,1.26,7.56,121.2846,6.78,0.92,30.61,6.41,1.5072,3.67,0.64,1.0,19.66,3690.9495
2012-03-12,74.55,0.95,0.376,4.2893,7.23,1.78,1.26,0.99,483.46,6.33,1762.08,18.72,5.67,0.76,222.92,126.36,49.94,9160.0,12260.0,3.79,82.24,147.99,1116.1,0.28,1.9324,3.02,29.11,12.72,79.75,1.22,5.7,0.38,90.7311,2.67,42.5,3.13,3.64,29.67,3.75,1.26,7.58,121.2846,6.81,0.92,30.64,6.41,1.5074,3.67,0.64,1.0,19.71,3690.9495
2012-03-13,74.63,0.95,0.376,4.2893,7.23,1.82,1.26,0.99,484.81,6.33,1766.1,18.83,5.69,0.77,223.29,126.82,49.85,9165.0,12260.0,3.78,82.35,147.93,1122.1,0.28,1.9324,3.02,29.11,12.63,79.85,1.22,5.71,0.38,90.6878,2.67,42.68,3.13,3.64,29.51,3.75,1.26,7.56,121.8491,6.79,0.92,30.59,6.41,1.5164,3.67,0.64,1.0,19.58,3690.9495
2012-03-14,74.61,0.95,0.376,4.2893,7.27,1.81,1.26,0.99,484.71,6.33,1760.77,18.84,5.69,0.77,223.44,127.35,49.9,9193.0,12260.0,3.79,83.15,147.95,1121.5,0.28,1.9324,3.04,29.1,12.67,79.75,1.22,5.78,0.38,90.7653,2.67,42.56,3.17,3.64,29.51,3.75,1.26,7.63,122.5335,6.8,0.93,30.71,6.4,1.5172,3.67,0.64,1.0,19.57,3690.9495
2012-03-15,74.68,0.96,0.376,4.2893,7.29,1.81,1.27,0.99,485.71,6.34,1761.04,18.81,5.69,0.77,222.84,127.58,50.22,9193.0,12260.0,3.78,83.98,147.73,1123.8,0.28,1.9324,3.06,29.11,12.66,79.9,1.23,5.8,0.38,90.7254,2.67,42.73,3.17,3.64,29.58,3.75,1.27,7.67,124.0149,6.85,0.93,30.81,6.41,1.5198,3.67,0.64,1.0,19.48,3690.9495
2012-03-16,74.53,0.95,0.376,4.2893,7.25,1.8,1.26,0.99,484.53,6.32,1761.02,18.68,5.67,0.76,222.24,127.44,50.31,9178.0,12260.0,3.77,83.55,147.51,1129.1,0.28,1.9324,3.05,29.14,12.66,80.4,1.22,5.75,0.38,90.745,2.67,43.06,3.17,3.64,29.36,3.75,1.26,7.63,124.8562,6.79,0.92,30.71,6.4,1.5225,3.67,0.64,1.0,19.42,3690.9495
2012-03-17,74.49,0.95,0.376,4.2893,7.24,1.8,1.26,0.99,483.32,6.32,1760.36,18.67,5.66,0.76,221.64,127.14,50.25,9175.0,12260.0,3.77,83.54,147.58,1127.53,0.28,1.9324,3.05,29.13,12.67,80.37,1.22,5.75,0.38,90.7388,2.67,43.02,3.16,3.64,29.31,3.75,1.26,7.61,124.9584,6.78,0.92,30.7,6.4,1.5215,3.67,0.63,1.0,19.44,3690.9495
2012-03-18,74.45,0.94,0.376,4.2893,7.23,1.8,1.26,0.99,482.11,6.31,1759.7,18.66,5.66,0.76,221.05,126.83,50.18,9171.0,12260.0,3.76,83.54,147.65,1125.97,0.28,1.9324,3.05,29.11,12.68,80.33,1.21,5.75,0.38,90.7326,2.67,42.97,3.15,3.64,29.27,3.75,1.26,7.59,124.9584,6.77,0.92,30.7,6.4,1.5206,3.67,0.63,1.0,19.46,3690.9495
2012-03-19,74.41,0.94,0.376,4.2893,7.23,1.8,1.26,0.99,480.9,6.31,1759.04,18.65,5.65,0.76,220.45,126.53,50.12,9168.0,12260.0,3.76,83.53,147.72,1124.4,0.28,1.9324,3.05,29.1,12.69,80.3,1.21,5.74,0.38,90.7264,2.67,42.93,3.14,3.64,29.22,3.75,1.26,7.57,124.9584,6.77,0.92,30.7,6.4,1.5196,3.67,0.63,1.0,19.48,3690.9495
2012-03-20,74.37,0.95,0.376,4.2893,7.25,1.81,1.26,0.99,482.83,6.3,1758.38,18.54,5.63,0.76,220.16,126.05,50.25,9160.0,12260.0,3.75,83.6,147.71,1123.0,0.28,1.9324,3.06,29.06,12.69,80.15,1.21,5.76,0.38,90.7266,2.67,42.94,3.13,3.64,29.17,3.75,1.26,7.62,127.755,6.74,0.91,30.75,6.42,1.5142,3.67,0.63,1.0,19.56,3690.9495
2012-03-21,74.33,0.95,0.376,4.2893,7.26,1.83,1.26,0.99,485.61,6.31,1759.78,18.62,5.62,0.76,218.76,125.69,50.59,9180.0,12260.0,3.74,83.66,147.75,1123.1,0.28,1.9324,3.09,29.04,12.68,80.55,1.22,5.75,0.38,90.7479,2.67,42.92,3.12,3.64,29.21,3.75,1.26,7.68,129.609,6.72,0.91,30.76,6.4,1.5112,3.67,0.63,1.0,19.55,3690.9495
2012-03-22,74.29,0.96,0.376,4.2893,7.3,1.83,1.26,1.0,484.98,6.3,1758.03,18.79,5.65,0.76,223.18,126.49,50.91,9173.0,12260.0,3.76,83.3,147.75,1127.4,0.28,1.9324,3.08,29.03,12.83,80.84,1.23,5.79,0.38,90.7762,2.67,43.02,3.17,3.64,29.24,3.75,1.26,7.74,130.4119,6.76,0.92,30.78,6.4,1.5082,3.67,0.63,1.0,19.57,3690.9495
2012-03-23,74.25,0.96,0.376,4.2893,7.29,1.82,1.26,1.0,487.72,6.29,1761.87,18.67,5.62,0.76,221.36,126.08,51.01,9175.0,12260.0,3.74,82.71,147.75,1135.3,0.28,1.9324,3.08,29.03,12.79,80.83,1.23,5.77,0.38,90.7828,2.67,43.05,3.16,3.64,29.4,3.75,1.26,7.72,130.1728,6.74,0.91,30.78,6.42,1.5164,3.67,0.63,1.0,19.56,3690.9495
2012-03-24,74.21,0.96,0.376,4.2893,7.27,1.82,1.26,1.0,488.33,6.29,1761.3,18.63,5.61,0.75,221.55,126.27,51.11,9177.0,12260.0,3.73,82.71,147.75,1134.8,0.28,1.9324,3.08,29.03,12.76,81.18,1.23,5.76,0.38,90.7894,2.67,43.05,3.15,3.64,29.35,3.75,1.26,7.69,130.2927,6.75,0.91,30.77,6.41,1.5145,3.67,0.63,1.0,19.55,3690.9495
2012-03-25,74.17,0.96,0.376,4.2893,7.26,1.82,1.26,0.99,488.93,6.29,1760.74,18.59,5.61,0.75,221.75,126.46,51.21,9179.0,12260.0,3.73,82.7,147.75,1134.3,0.28,1.9324,3.07,29.03,12.72,81.53,1.23,5.74,0.38,90.796,2.67,43.05,3.14,3.64,29.29,3.75,1.26,7.65,130.2927,6.75,0.91,30.77,6.41,1.5125,3.67,0.63,1.0,19.54,3690.9495
2012-03-26,74.13,0.96,0.376,4.2893,7.24,1.82,1.26,0.99,489.54,6.29,1760.17,18.55,5.6,0.75,221.94,126.65,51.31,9181.0,12260.0,3.73,82.7,147.75,1133.8,0.28,1.9324,3.07,29.03,12.68,81.88,1.22,5.73,0.38,90.8026,2.67,43.05,3.13,3.64,29.23,3.75,1.26,7.61,130.2927,6.75,0.91,30.76,6.4,1.5106,3.67,0.63,1.0,19.53,3690.9495
2012-03-27,74.07,0.95,0.376,4.2893,7.21,1.81,1.26,0.99,486.31,6.28,1759.58,18.45,5.58,0.75,217.71,126.38,50.91,9188.0,12260.0,3.72,82.87,147.66,1138.1,0.28,1.9324,3.07,28.98,12.67,82.16,1.21,5.68,0.38,90.8058,2.67,42.98,3.09,3.64,28.95,3.75,1.26,7.58,130.1636,6.68,0.9,30.69,6.42,1.5074,3.67,0.63,1.0,19.53,3690.9495
2012-03-28,74.15,0.96,0.376,4.2893,7.27,1.81,1.26,1.0,486.42,6.29,1762.93,18.45,5.58,0.75,218.9,126.66,50.92,9180.0,12260.0,3.72,82.98,147.75,1136.8,0.28,1.9324,3.06,28.93,12.8,81.1,1.22,5.71,0.38,90.7833,2.67,42.94,3.11,3.64,29.08,3.75,1.26,7.66,129.9537,6.65,0.9,30.76,6.42,1.5003,3.67,0.63,1.0,19.54,3690.9495
2012-03-29,74.24,0.96,0.376,4.2893,7.3,1.82,1.26,1.0,488.71,6.29,1771.25,18.67,5.6,0.75,220.0,127.1,51.15,9188.0,12260.0,3.73,82.65,147.56,1137.2,0.28,1.9324,3.07,28.89,12.85,81.25,1.22,5.75,0.38,90.7188,2.67,42.97,3.12,3.64,29.29,3.75,1.26,7.73,129.747,6.64,0.91,30.85,6.4,1.5019,3.67,0.63,1.0,19.59,3690.9495
2012-03-30,74.08,0.96,0.376,4.2893,7.26,1.83,1.26,1.0,489.76,6.29,1784.66,18.52,5.57,0.75,221.61,126.47,51.16,9180.0,12260.0,3.72,82.15,147.65,1137.8,0.28,1.9324,3.07,28.88,12.81,81.95,1.22,5.69,0.38,90.7029,2.67,43.0,3.12,3.64,29.33,3.75,1.26,7.67,128.1878,6.62,0.9,30.84,6.42,1.5062,3.67,0.62,1.0,19.54,3690.9495
2012-03-31,74.1,0.96,0.376,4.2893,7.26,1.83,1.26,1.0,488.99,6.3,1787.13,18.55,5.58,0.75,221.07,126.45,51.01,9174.0,12260.0,3.72,82.43,147.69,1136.6,0.28,1.9324,3.06,28.89,12.8,81.77,1.22,5.69,0.38,90.7159,2.67,42.98,3.11,3.64,29.33,3.75,1.26,7.67,128.1742,6.62,0.9,30.83,6.42,1.5058,3.67,0.62,1.0,19.53,3690.9495
2012-04-01,74.12,0.96,0.376,4.2893,7.26,1.83,1.26,0.99,488.21,6.3,1789.6,18.57,5.58,0.75,220.52,126.42,50.86,9169.0,12260.0,3.72,82.72,147.73,1135.4,0.28,1.9324,3.06,28.89,12.78,81.58,1.22,5.68,0.38,90.729,2.67,42.96,3.11,3.64,29.34,3.75,1.26,7.66,128.1742,6.61,0.9,30.82,6.41,1.5054,3.67,0.62,1.0,19.51,3690.9495
2012-04-02,74.13,0.96,0.376,4.2893,7.26,1.82,1.26,0.99,487.44,6.3,1792.07,18.6,5.59,0.75,219.98,126.4,50.71,9163.0,12260.0,3.72,83.0,147.77,1134.2,0.28,1.9324,3.06,28.9,12.77,81.4,1.22,5.67,0.38,90.742,2.67,42.93,3.1,3.64,29.35,3.75,1.26,7.66,128.1742,6.6,0.9,30.81,6.41,1.505,3.67,0.62,1.0,19.5,3690.9495
2012-04-03,74.13,0.96,0.376,4.2893,7.27,1.83,1.25,0.99,485.76,6.3,1779.13,18.49,5.59,0.75,220.71,126.37,50.56,9145.0,12260.0,3.72,81.85,147.92,1128.1,0.28,1.9324,3.05,28.89,12.73,81.4,1.21,5.68,0.38,90.6013,2.67,42.78,3.1,3.64,29.29,3.75,1.25,7.69,128.2978,6.59,0.9,30.81,6.41,1.5052,3.67,0.62,1.0,19.48,3690.9495
2012-04-04,74.49,0.97,0.376,4.2893,7.37,1.83,1.26,1.0,482.17,6.3,1767.84,18.71,5.66,0.76,223.98,127.32,51.05,9158.0,12260.0,3.74,82.85,148.04,1123.4,0.28,1.9324,3.06,28.93,12.82,81.1,1.22,5.74,0.38,90.4387,2.67,42.66,3.15,3.64,29.43,3.75,1.26,7.83,126.6993,6.67,0.91,30.96,6.42,1.5055,3.67,0.63,1.0,19.49,3690.9495
2012-04-05,74.64,0.97,0.376,4.2893,7.39,1.83,1.26,0.99,483.78,6.3,1772.58,18.9,5.66,0.77,226.0,127.49,51.1,9159.0,12260.0,3.74,82.25,148.11,1127.8,0.28,1.9324,3.06,28.99,12.85,81.8,1.23,5.75,0.38,90.4074,2.67,42.69,3.17,3.64,29.43,3.75,1.26,7.85,125.4679,6.7,0.92,31.0,6.41,1.5207,3.67,0.63,1.0,19.48,3690.9495
2012-04-06,74.63,0.97,0.376,4.2893,7.39,1.83,1.26,0.99,484.35,6.31,1772.58,18.85,5.66,0.76,226.12,127.67,51.14,9161.0,12260.0,3.74,82.26,148.29,1129.5,0.28,1.9324,3.06,29.13,12.89,81.79,1.22,5.75,0.38,90.587,2.67,42.72,3.18,3.64,29.46,3.75,1.26,7.86,125.4714,6.72,0.92,30.99,6.39,1.5254,3.67,0.63,1.0,19.48,3690.9495
2012-04-07,74.53,0.97,0.376,4.2893,7.39,1.83,1.26,1.0,484.92,6.31,1772.55,18.86,5.67,0.76,226.16,127.84,51.19,9163.0,12260.0,3.74,82.0,148.22,1129.9,0.28,1.9324,3.07,29.13,12.92,81.79,1.22,5.76,0.38,90.5948,2.67,42.74,3.18,3.64,29.52,3.75,1.26,7.88,125.4818,6.73,0.92,30.98,6.39,1.5255,3.67,0.63,1.0,19.48,3690.9495
2012-04-08,74.42,0.97,0.376,4.2893,7.39,1.83,1.26,1.0,485.5,6.3,1772.53,18.87,5.67,0.76,226.21,128.02,51.23,9166.0,12260.0,3.74,81.74,148.14,1130.3,0.28,1.9324,3.07,29.13,12.96,81.79,1.22,5.77,0.38,90.6026,2.67,42.77,3.19,3.64,29.58,3.75,1.26,7.9,125.4818,6.75,0.92,30.97,6.39,1.5257,3.67,0.63,1.0,19.48,3690.9495
2012-04-09,74.32,0.97,0.376,4.2893,7.39,1.83,1.26,1.0,486.07,6.3,1772.5,18.89,5.67,0.76,226.25,128.19,51.28,9168.0,12260.0,3.74,81.48,148.07,1130.7,0.28,1.9324,3.07,29.13,12.99,81.79,1.22,5.77,0.38,90.6104,2.67,42.8,3.19,3.64,29.64,3.75,1.26,7.92,125.4818,6.76,0.92,30.96,6.39,1.5258,3.67,0.63,1.0,19.48,3690.9495
2012-04-10,74.22,0.97,0.376,4.2893,7.43,1.83,1.26,1.0,486.1,6.3,1779.53,18.9,5.67,0.76,226.29,128.36,51.2,9165.0,12260.0,3.74,81.77,147.52,1137.6,0.28,1.9324,3.07,29.2,13.16,82.05,1.22,5.78,0.38,90.7468,2.67,42.82,3.19,3.64,29.64,3.75,1.26,7.93,125.8002,6.78,0.92,30.95,6.39,1.526,3.67,0.63,1.0,19.51,3690.9495
2012-04-11,74.17,0.97,0.376,4.2893,7.46,1.83,1.26,1.0,487.04,6.3,1793.3,18.9,5.66,0.76,228.2,127.21,51.55,9170.0,12260.0,3.76,80.74,147.58,1137.6,0.28,1.9324,3.07,29.19,13.13,82.05,1.23,5.79,0.38,90.7096,2.66,42.8,3.2,3.64,29.8,3.75,1.26,8.0,126.6187,6.79,0.91,30.96,6.38,1.5261,3.67,0.63,1.0,19.49,3690.9495
2012-04-12,74.09,0.96,0.376,4.2893,7.44,1.83,1.26,1.0,487.37,6.3,1787.66,18.86,5.66,0.76,226.61,127.1,51.44,9173.0,12260.0,3.76,81.0,147.66,1137.9,0.28,1.9324,3.07,29.15,13.07,82.43,1.22,5.79,0.38,90.6987,2.66,42.81,3.18,3.64,29.57,3.75,1.26,7.94,127.0832,6.78,0.91,30.8,6.4,1.5267,3.67,0.63,1.0,19.52,3690.9495
2012-04-13,74.11,0.96,0.376,4.2893,7.41,1.83,1.25,1.0,483.98,6.29,1778.78,18.82,5.66,0.76,226.12,126.95,51.42,9174.0,12260.0,3.76,80.98,147.64,1142.3,0.28,1.9324,3.06,29.14,13.15,82.27,1.21,5.78,0.38,90.6454,2.66,42.68,3.18,3.64,29.47,3.75,1.25,7.88,127.5477,6.76,0.91,30.81,6.42,1.5273,3.67,0.63,1.0,19.55,3690.9495
2012-04-14,74.13,0.96,0.376,4.2893,7.42,1.83,1.25,1.0,484.18,6.29,1778.23,18.9,5.68,0.76,227.32,127.26,51.5,9174.0,12260.0,3.76,80.82,147.64,1139.57,0.28,1.9324,3.06,29.14,13.17,82.2,1.21,5.79,0.38,90.6812,2.66,42.68,3.19,3.64,29.57,3.75,1.25,7.91,128.9413,6.78,0.92,30.81,6.41,1.5279,3.67,0.63,1.0,19.56,3690.9495
2012-04-15,74.15,0.97,0.376,4.2893,7.44,1.83,1.25,1.0,484.38,6.29,1777.67,18.97,5.69,0.77,228.53,127.57,51.58,9173.0,12260.0,3.76,80.66,147.63,1136.83,0.28,1.9324,3.07,29.15,13.19,82.14,1.21,5.79,0.38,90.717,2.66,42.67,3.21,3.64,29.66,3.75,1.25,7.94,128.9413,6.8,0.92,30.81,6.41,1.5284,3.67,0.63,1.0,19.58,3690.9495
2012-04-16,74.17,0.97,0.376,4.2893,7.46,1.84,1.25,1.0,484.58,6.3,1777.12,19.04,5.71,0.77,229.73,127.88,51.66,9173.0,12260.0,3.75,80.5,147.63,1134.1,0.28,1.9324,3.07,29.15,13.22,82.07,1.21,5.8,0.38,90.7528,2.66,42.67,3.23,3.64,29.76,3.75,1.25,7.96,128.9413,6.83,0.92,30.82,6.41,1.529,3.67,0.63,1.0,19.6,3690.9495
2012-04-17,74.06,0.97,0.376,4.2893,7.37,1.84,1.25,0.99,486.95,6.29,1775.67,18.89,5.67,0.76,226.5,126.85,51.63,9178.0,12260.0,3.75,80.42,147.5,1137.7,0.28,1.9324,3.07,29.17,13.08,82.6,1.22,5.75,0.38,90.7388,2.66,42.75,3.19,3.64,29.64,3.75,1.25,7.82,127.5509,6.77,0.91,30.82,6.41,1.5339,3.67,0.63,1.0,19.72,3690.9495
2012-04-18,73.92,0.96,0.376,4.2893,7.4,1.85,1.25,0.99,485.83,6.29,1769.07,18.95,5.68,0.76,227.09,127.33,51.5,9177.0,12260.0,3.77,81.38,147.54,1138.9,0.28,1.9324,3.06,29.15,13.13,82.4,1.22,5.77,0.38,90.6929,2.65,42.71,3.19,3.64,29.5,3.75,1.25,7.82,128.3681,6.76,0.92,30.8,6.38,1.5199,3.67,0.63,1.0,19.94,3690.9495
2012-04-19,73.89,0.97,0.376,4.2893,7.4,1.87,1.25,0.99,487.32,6.3,1774.21,18.98,5.68,0.76,226.64,126.82,51.89,9182.0,12260.0,3.76,81.5,147.64,1136.6,0.28,1.9324,3.07,29.11,13.23,82.5,1.23,5.77,0.38,90.7505,2.65,42.63,3.19,3.64,29.51,3.75,1.25,7.85,128.4717,6.73,0.92,30.9,6.4,1.5319,3.67,0.62,1.0,19.9,3690.9495
2012-04-20,73.76,0.97,0.376,4.2893,7.37,1.89,1.25,0.99,488.96,6.3,1776.06,18.88,5.64,0.76,225.43,126.3,52.0,9184.0,12260.0,3.76,81.63,147.76,1140.5,0.28,1.9324,3.07,29.12,13.12,82.92,1.23,5.72,0.38,90.7352,2.65,42.65,3.18,3.64,29.52,3.75,1.25,7.81,129.4492,6.73,0.91,30.91,6.4,1.5198,3.67,0.62,1.0,19.9,3690.9495
2012-04-21,73.8,0.97,0.376,4.2893,7.37,1.88,1.25,0.99,488.0,6.3,1774.42,18.95,5.65,0.76,226.01,126.39,52.08,9184.0,12260.0,3.76,81.52,147.83,1140.4,0.28,1.9324,3.07,29.12,13.15,83.05,1.23,5.73,0.38,90.7617,2.65,42.66,3.19,3.64,29.51,3.75,1.25,7.83,130.3336,6.73,0.91,30.92,6.41,1.5209,3.67,0.62,1.0,19.9,3690.9495
2012-04-22,73.84,0.97,0.376,4.2893,7.38,1.88,1.25,0.99,487.03,6.3,1772.77,19.01,5.66,0.76,226.6,126.48,52.15,9184.0,12260.0,3.76,81.41,147.89,1140.3,0.28,1.9324,3.07,29.13,13.18,83.17,1.22,5.74,0.38,90.7881,2.65,42.67,3.19,3.64,29.5,3.75,1.25,7.85,130.3336,6.73,0.91,30.94,6.41,1.522,3.67,0.62,1.0,19.89,3690.9495
2012-04-23,73.88,0.97,0.376,4.2893,7.39,1.88,1.25,0.99,486.07,6.3,1771.13,19.08,5.67,0.76,227.18,126.57,52.23,9184.0,12260.0,3.76,81.3,147.96,1140.2,0.28,1.9324,3.06,29.14,13.21,83.3,1.22,5.76,0.38,90.8146,2.65,42.68,3.2,3.64,29.49,3.75,1.25,7.86,130.3336,6.72,0.91,30.95,6.41,1.5231,3.67,0.62,1.0,19.89,3690.9495
2012-04-24,73.75,0.97,0.376,4.2893,7.37,1.89,1.25,0.99,489.64,6.3,1774.44,18.99,5.65,0.76,226.72,126.54,52.79,9193.0,12260.0,3.76,81.15,147.82,1138.9,0.28,1.9324,3.07,29.15,13.14,83.29,1.23,5.74,0.38,90.9243,2.65,42.62,3.19,3.64,29.45,3.75,1.25,7.82,130.9114,6.74,0.91,31.01,6.38,1.5291,3.67,0.62,1.0,19.88,3690.9495
2012-04-25,74.16,0.97,0.376,4.2893,7.34,1.88,1.25,0.98,487.15,6.29,1767.91,18.78,5.63,0.76,221.02,125.98,52.49,9194.0,12260.0,3.75,81.43,147.67,1141.2,0.28,1.9324,3.06,29.11,13.17,84.28,1.23,5.73,0.38,90.9026,2.65,42.72,3.17,3.64,29.3,3.75,1.25,7.77,131.7086,6.73,0.91,30.95,6.38,1.5276,3.67,0.62,1.0,19.86,3690.9495
2012-04-26,74.18,0.96,0.376,4.2893,7.34,1.88,1.24,0.98,486.52,6.28,1763.85,18.73,5.63,0.76,217.11,126.0,52.57,9190.0,12260.0,3.75,81.15,147.75,1139.4,0.28,1.9324,3.06,29.05,13.21,84.09,1.23,5.73,0.38,90.8041,2.64,42.66,3.16,3.64,29.28,3.75,1.24,7.77,132.5489,6.7,0.91,30.9,6.4,1.5329,3.67,0.62,1.0,19.86,3690.9495
2012-04-27,74.21,0.96,0.376,4.2893,7.33,1.89,1.24,0.98,484.88,6.28,1764.63,18.8,5.62,0.76,217.74,125.68,52.68,9190.0,12260.0,3.76,81.15,147.9,1137.8,0.28,1.9324,3.05,29.06,13.01,84.05,1.23,5.74,0.38,90.897,2.64,42.59,3.17,3.64,29.42,3.75,1.24,7.76,130.243,6.74,0.91,30.85,6.4,1.5322,3.67,0.62,1.0,19.82,3690.9495
